Account,Oracle Super Category,Oracle Category,PRISM Commodity Level 1,PRISM Commodity Level 2,PRISM Commodity Level 3,PRISM Commodity Level 4,PRISM Commodity Level 5,iProc Product Category,PRISM Commodity Name,Category Name,Commodity Level,Account,Financial Class,Special Reporting,Purchase Type,Change Type
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computers & Tablets,Laptops (7685),,,Laptops (7685),Laptops ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computers & Tablets,MacBooks (7685),,,MacBooks (7685),MacBooks ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Computers & Tablets,Tablets (7685),,,Tablets (7685),Tablets ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Docking Stations (7685),,,,Docking Stations (7685),Docking Stations ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Headsets,Headphones - Audio Only (7685),,EAR PHONE,Headphones - Audio Only (7685),Headphones - Audio Only ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Headsets,Wired Headsets & Accessories (7685),,,Wired Headsets & Accessories (7685),Wired Headsets & Accessories ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Headsets,Wireless Headsets & Accessories (7685),,,Wireless Headsets & Accessories (7685),Wireless Headsets & Accessories ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Keyboards Mouse & Other User Input Devices,Input Devices - Laptop (7685),,,Input Devices - Laptop (7685),Input Devices - Laptop ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Keyboards Mouse & Other User Input Devices,Input Devices - Tablet (7685),,,Input Devices - Tablet (7685),Input Devices - Tablet ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Keyboards Mouse & Other User Input Devices,Keyboard & Mouse (7685),,,Keyboard & Mouse (7685),Keyboard & Mouse ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Keyboards Mouse & Other User Input Devices,Keyboard Cover (7685),,,Keyboard Cover (7685),Keyboard Cover ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Keyboards Mouse & Other User Input Devices,Keyboards - MAC (7685),,,Keyboards - MAC (7685),Keyboards - MAC ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Keyboards Mouse & Other User Input Devices,Keyboards (7685),,,Keyboards (7685),Keyboards ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Keyboards Mouse & Other User Input Devices,Mice - MAC (7685),,,Mice - MAC (7685),Mice - MAC ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Keyboards Mouse & Other User Input Devices,Mice (7685),,,Mice (7685),Mice ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Monitors & Accessories,Monitor Stands (7685),,,Monitor Stands (7685),Monitor Stands ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Monitors & Accessories,Monitors (7685),,,Monitors (7685),Monitors ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Monitors & Accessories,Mounting Kit (7685),,,Mounting Kit (7685),Mounting Kit ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Monitors & Accessories,Privacy Screen (7685),,,Privacy Screen (7685),Privacy Screen ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Networking,Network Management or Monitoring Device (7685),,,Network Management or Monitoring Device (7685),Network Management or Monitoring Device ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Networking,Other Network Accessories (7685),,,Other Network Accessories (7685),Other Network Accessories ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Networking,Routers Modems & Network Switches (7685),,,Routers Modems & Network Switches (7685),Routers Modems & Network Switches ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Printers Multifunctional Equipment & Accessories,Label Printers (7685),,,Label Printers (7685),Label Printers ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Printers Multifunctional Equipment & Accessories,Network Printers (7685),,,Network Printers (7685),Network Printers ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Printers Multifunctional Equipment & Accessories,Other Printer Accessories (7685),,,Other Printer Accessories (7685),Other Printer Accessories ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Printers Multifunctional Equipment & Accessories,Other Printers (7685),,,Other Printers (7685),Other Printers ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Printers Multifunctional Equipment & Accessories,Paper Trays (7685),,,Paper Trays (7685),Paper Trays ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Printers Multifunctional Equipment & Accessories,Personal Printers (7685),,,Personal Printers (7685),Personal Printers ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Printers Multifunctional Equipment & Accessories,Printer Accessories (7685),,,Printer Accessories (7685),Printer Accessories ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Printers Multifunctional Equipment & Accessories,Printer Stand (7685),,,Printer Stand (7685),Printer Stand ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Projectors & Accessories (7685),,,,Projectors & Accessories (7685),Projectors & Accessories ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Scanners & Accessories,Scanners (7685),,,Scanners (7685),Scanners ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Servers,Imaging - Server (7685),,,Imaging - Server (7685),Imaging - Server ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Servers,Linux Server (7685),,,Linux Server (7685),Linux Server ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Servers,Server Internal Components (7685),,,Server Internal Components (7685),Server Internal Components ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Servers,Server License (7685),,,Server License (7685),Server License ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Hardware & Accessories,Servers,Snappy Server (7685),,,Snappy Server (7685),Snappy Server ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Services,New Technology Implementation,Technical Review (7685),,,Technical Review (7685),Technical Review ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Services,New Technology Implementation,Technology Lifecycle Program,TLP Accessories Software (Ad-Hoc) (7685),,TLP Accessories Software (Ad-Hoc) (7685),TLP Accessories Software (Ad-Hoc) ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00003 - Manual DOS Dialysis Revenue,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Services,New Technology Implementation,Technology Lifecycle Program,TLP Installation (7685),,TLP Installation (7685),TLP Installation ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00003 - Manual DOS Dialysis Revenue,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Services,New Technology Implementation,Technology Lifecycle Program,TLP Orders - Ad-Hoc & OOW (7685),,TLP Orders - Ad-Hoc & OOW (7685),TLP Orders - Ad-Hoc & OOW ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00003 - Manual DOS Dialysis Revenue,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Services,New Technology Implementation,Technology Lifecycle Program,TLP Orders - Planned (7685),,TLP Orders - Planned (7685),TLP Orders - Planned ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00003 - Manual DOS Dialysis Revenue,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Services,Other Village IT Services,Asset Tagging (7685),,,Asset Tagging (7685),Asset Tagging ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Services,Other Village IT Services,Computer Hardware Lease (7685),,,Computer Hardware Lease (7685),Computer Hardware Lease ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Services,Other Village IT Services,Configuration Services,Imaging - Computers (7685),,Imaging - Computers (7685),Imaging - Computers ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Services,Other Village IT Services,Configuration Services,Network Configuration (7685),,Network Configuration (7685),Network Configuration ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Services,Other Village IT Services,Configuration Services,Printer Configuration (7685),,Printer Configuration (7685),Printer Configuration ,L3,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00000 - N/A,Indirect,None
7685,Other Controllable,Office Supplies/Minor Equipment,IT Products & Services,IT Services,Other Village IT Services,ITAM Disposal (7685),,,ITAM Disposal (7685),ITAM Disposal ,L4,7685 - Desktop Computer Supplies and Software,000 - N/A - General,00003 - Manual DOS Dialysis Revenue,Indirect,None
7700,Other Controllable,Other Purchased Services,Corporate & Professional Services,Food Services,Cafeteria Services (7700),,,,Cafeteria Services (7700),Cafeteria Services ,L3,7700 - Other Purch Services,000 - N/A - General,11031 - All Other Purchased Services (7700),Indirect,None
7700,Other Controllable,Other Purchased Services,Corporate & Professional Services,Food Services,Vending Machines (7700),,,,Vending Machines (7700),Vending Machines ,L3,7700 - Other Purch Services,000 - N/A - General,11031 - All Other Purchased Services (7700),Indirect,None
7700,Other Controllable,Other Purchased Services,Corporate & Professional Services,Other Professional Services,AR & Debt Collection Services (7700),,,,AR & Debt Collection Services (7700),AR & Debt Collection Services ,L3,7700 - Other Purch Services,000 - N/A - General,11028 - AR and Debt Collection Services (7700),Indirect,None
7700,Other Controllable,Other Purchased Services,Corporate & Professional Services,Other Professional Services,Document Destruction (7700),,,,Document Destruction (7700),Document Destruction ,L3,7700 - Other Purch Services,000 - N/A - General,11029 - Document Destruction (7700),Indirect,None
